2016-10-23 12:00:00 -0 0.15 0.015
2016-10-28 12:00:00 -0 0.154 0.015
2016-11-02 12:00:00 -0 0.168 0.017
2016-11-07 12:00:00 -0 0.264 0.026
2016-11-12 12:00:00 -0 0.263 0.026
2016-11-17 12:00:00 -0 0.281 0.028
2016-11-22 12:00:00 -0 0.297 0.03
2016-11-27 12:00:00 -0 0.226 0.023
2016-12-02 12:00:00 -0 0.275 0.028
2016-12-07 12:00:00 -0 0.309 0.031
2016-12-12 12:00:00 -0 0.281 0.028
2016-12-17 12:00:00 -0 0.218 0.022
2016-12-22 12:00:00 -0 0.203 0.02
2016-12-27 12:00:00 -0 0.25 0.025
2017-01-01 12:00:00 -0 0.204 0.02
2017-01-06 12:00:00 -0 0.235 0.023
2017-01-11 12:00:00 -0 0.207 0.021
2017-01-16 12:00:00 -0 0.255 0.025
2017-01-21 12:00:00 -0 0.265 0.027
2017-01-26 12:00:00 -0 0.255 0.025
2017-01-31 12:00:00 -0 0.268 0.027
2017-02-05 12:00:00 -0 0.248 0.025
2017-02-10 12:00:00 -0 0.217 0.022
2017-02-15 12:00:00 -0 0.234 0.023
2017-02-20 12:00:00 -0 0.183 0.018
2017-02-25 12:00:00 -0 0.276 0.028
2017-03-02 12:00:00 -0 0.337 0.034
2017-03-07 12:00:00 -0 0.34 0.034
2017-03-12 12:00:00 -0 0.4 0.04
2017-03-17 12:00:00 -0 0.439 0.044
2017-03-22 12:00:00 -0 0.246 0.025
2017-03-27 12:00:00 -0 0.322 0.032
2017-04-01 12:00:00 -0 0.637 0.064
2017-04-06 12:00:00 -0 0.324 0.032
2017-04-11 12:00:00 -0 0.602 0.06
2017-04-16 12:00:00 -0 1.183 0.118
2017-04-21 12:00:00 -0 0.332 0.033
2017-04-26 12:00:00 -0 0.819 0.082
2017-05-01 12:00:00 -0 0.413 0.041
2017-05-06 12:00:00 -0 0.371 0.037
2017-05-11 12:00:00 -0 0.957 0.096
2017-05-16 12:00:00 -0 0.921 0.092
2017-05-21 12:00:00 -0 0.645 0.065
2017-05-26 12:00:00 -0 0.852 0.085
2017-05-31 12:00:00 -0 1.733 0.173
2017-06-05 12:00:00 -0 0.479 0.048
2017-06-10 12:00:00 -0 0.598 0.06
2017-06-15 12:00:00 -0 0.393 0.039
2017-06-20 12:00:00 -0 0.549 0.055
2017-06-25 12:00:00 -0 0.214 0.021
2017-06-30 12:00:00 -0 0.137 0.014
2017-07-05 12:00:00 -0 0.139 0.014
2017-07-10 12:00:00 -0 0.299 0.03
2017-07-15 12:00:00 -0 0.564 0.056
2017-07-20 12:00:00 -0 0.453 0.045
2017-07-25 12:00:00 -0 0.433 0.043
2017-07-30 12:00:00 -0 0.608 0.061
2017-08-04 12:00:00 -0 0.475 0.048
2017-08-09 12:00:00 -0 0.672 0.067
2017-08-14 12:00:00 -0 0.265 0.026
2017-08-19 12:00:00 -0 0.364 0.036
2017-08-24 12:00:00 -0 0.422 0.042
2017-08-29 12:00:00 -0 0.474 0.047
2017-09-03 12:00:00 -0 0.303 0.03
2017-09-08 12:00:00 -0 0.522 0.052
2017-09-13 12:00:00 -0 0.444 0.044
2017-09-18 12:00:00 -0 0.469 0.047
2017-09-23 12:00:00 -0 0.488 0.049
2017-09-28 12:00:00 -0 0.679 0.068
2017-10-03 12:00:00 -0 0.559 0.056
2017-10-08 12:00:00 -0 0.381 0.038
2017-10-13 12:00:00 -0 0.175 0.018
2017-10-18 12:00:00 -0 0.205 0.021
2017-10-23 12:00:00 -0 0.218 0.022
2017-10-28 12:00:00 -0 0.231 0.023
2017-11-02 12:00:00 -0 0.297 0.03
2017-11-07 12:00:00 -0 0.152 0.015
2017-11-12 12:00:00 -0 0.138 0.014
2017-11-17 12:00:00 -0 0.191 0.019
2017-11-22 12:00:00 -0 0.18 0.018
2017-11-27 12:00:00 -0 0.142 0.014
2017-12-02 12:00:00 -0 0.121 0.012
2017-12-07 12:00:00 -0 0.161 0.016
2017-12-12 12:00:00 -0 0.125 0.013
2017-12-17 12:00:00 -0 0.096 0.01
2017-12-22 12:00:00 -0 0.176 0.018
2017-12-27 12:00:00 -0 0.12 0.012
